idx,random_idx0,random_idx1,random_idx2,random_idx3,random_idx4,random_idx5,random_idx6,random_idx7,random_idx8,random_idx9
1017,2073,940,171,1100,352,649,1691,1195,754,1464
1018,509,2049,140,439,699,1115,1345,498,1911,2106
1019,1971,728,699,192,859,64,1230,400,745,1295
1020,1066,416,314,1182,1646,538,1171,331,761,240
1021,491,1033,507,687,47,428,1231,1794,1462,1684
1022,311,1270,2133,1543,299,1398,307,860,1191,1650
1023,1574,190,747,256,2014,397,1987,1799,791,1593
1024,1256,1502,1039,1284,628,1553,525,1587,2006,1495
1025,1166,1655,727,545,767,671,269,1834,517,91
1026,1946,1476,1974,2010,977,1034,1215,455,1070,1390
1027,534,580,460,267,701,1173,554,1681,550,1296
1028,1677,458,992,708,1891,1903,1109,1006,39,1802
1029,899,1199,1542,1592,852,1092,2089,876,1664,1924
1030,1643,1710,833,519,763,532,1211,367,1973,1272
1031,1315,1081,1108,2129,2023,1488,103,1614,1407,31
1032,578,1115,2091,885,1662,1234,1626,1667,1192,800
1033,31,506,181,2135,1261,775,1392,271,1174,1617
1034,1526,930,1648,190,1883,1639,1712,550,1378,222
1035,1724,188,709,1196,580,1690,1888,1632,1305,147
1036,1978,628,343,362,2027,2010,1823,2031,1528,112
1037,195,1342,702,1460,345,200,548,1988,1845,2107
1038,941,1225,253,878,539,1950,1426,1802,1854,29
1039,1762,29,88,1227,1578,1402,894,613,987,496
1040,1577,34,384,575,565,959,495,74,1341,56
1041,807,415,189,1133,173,590,1219,1216,1759,930
1042,165,1809,1310,721,2004,1419,81,1300,998,1443
1043,248,1093,2070,758,1513,1568,860,477,1597,409
1044,964,422,866,574,6,1397,2109,814,1735,1951
1045,1200,1974,457,340,537,491,1524,115,1722,583
1046,737,186,736,1516,612,631,363,1943,286,843
1047,884,1622,1167,1414,1684,2111,1531,190,1256,1921
1048,907,1703,433,1056,1753,1084,180,718,1821,1995
1049,1890,1746,725,1508,1429,690,818,1966,959,658
1050,1585,340,1984,422,398,1600,1275,1837,1434,2016
1051,1120,1196,739,176,388,1006,502,746,130,1481
1052,1316,593,1176,1707,837,401,953,202,1669,60
1053,1199,692,570,309,1289,996,727,1415,365,158
1054,996,1757,1328,1933,736,471,1920,1401,1786,1535
1055,147,1807,136,1716,1204,212,656,1247,1857,1818
1056,1878,58,1481,1104,891,925,1866,365,1791,1863
1057,1097,1150,1602,1041,300,334,701,1109,539,1274
1058,2090,859,963,1573,2136,377,349,1134,1479,359
1059,1375,1232,706,683,439,1581,1905,556,604,311
1060,37,1626,2129,1547,1759,914,1131,1335,674,1334
1061,1092,1519,1078,440,1447,1641,377,524,978,1607
1062,611,136,878,1003,1772,1796,204,670,1645,1301
1063,173,455,2046,1435,1306,117,1799,880,626,908
1064,289,296,1350,1175,160,510,1387,840,1961,2
1065,828,481,148,1168,985,48,2022,1011,1996,1835
1066,1857,1725,1932,650,523,1068,262,1923,446,422
1067,1529,2038,1114,2088,2069,1162,1285,1342,166,514
1068,595,1774,87,646,293,481,249,1968,38,1315
1069,1653,297,778,530,640,559,143,665,727,169
1070,2034,590,1181,1887,346,900,1937,1352,1031,258
1071,623,852,704,537,817,1270,322,1655,1546,1156
1072,230,1653,1574,1368,311,408,340,2078,1036,1965
1073,986,1528,1486,1718,170,1606,1555,139,40,374
1074,167,1933,763,1938,1085,632,1091,815,86,4
1075,179,370,1327,2064,788,483,17,235,231,1288
1076,113,808,244,678,233,320,899,1159,857,141
1077,84,1993,1724,1141,1832,695,2133,1501,1733,413
1078,2113,941,298,21,1356,1330,857,1812,2028,1000
1079,1792,310,619,1682,1349,1533,1322,1886,140,582
1080,769,2132,1043,155,940,1580,1142,1419,567,935
1081,1287,809,1457,1058,29,1670,1566,518,855,947
1082,655,902,558,729,64,380,1023,750,404,1996
1083,1504,1517,203,1506,1526,186,1012,528,119,248
1084,1192,391,991,2054,986,52,78,1002,649,1011
1085,320,2082,1348,326,25,300,2010,2032,1032,1079
1086,1538,1964,1744,538,308,405,1912,578,5,1064
1087,897,1628,853,1053,1823,1240,1162,841,1612,1539
1088,1798,1008,1813,1251,641,1919,311,1473,116,149
1089,2117,1450,1307,1753,1462,486,1133,1929,1644,1226
1090,1744,409,562,966,1191,129,1195,1414,411,907
1091,1477,1374,1717,1110,1158,2029,1934,1723,946,1410
1092,810,537,1171,22,884,739,2085,1893,1116,1527
1093,1137,1030,1045,223,902,1748,1542,1822,1306,1704
1094,505,560,625,638,591,698,384,293,2034,797
1095,1829,1304,1312,1659,1084,860,0,1188,1861,2108
1096,247,1364,755,692,1195,378,77,482,144,1466
1097,305,48,1593,1601,1870,1626,890,9,186,2118
1098,183,411,82,785,1879,1649,284,704,525,1317
1099,1212,1129,458,1260,1323,1309,1717,1118,810,1930
1100,447,957,1925,1339,1902,1071,1297,42,1092,1388
1101,353,1584,390,214,1291,5,1217,1688,638,2097
1102,241,1494,1905,799,1232,462,1962,890,204,1115
1103,1855,389,652,375,115,426,335,1734,1337,752
1104,1145,1979,530,1256,1954,1364,301,248,2082,771
1105,844,335,100,1949,923,1443,438,1029,19,1725
1106,878,209,1862,535,1813,2054,1264,1867,1563,1915
1107,550,2129,1235,1485,1348,2042,815,395,2080,1313
1108,1348,206,748,1739,125,1821,1777,711,1307,49
1109,1373,1948,2040,2007,1105,438,134,1807,1642,1732
1110,1691,454,1983,790,1493,655,931,1218,1226,350
1111,809,1567,705,570,1594,2134,629,376,2094,159
1112,371,376,895,350,796,2026,1470,290,1696,30
1113,1376,133,349,1861,133,1767,27,523,772,1778
1114,543,1380,788,1886,12,1453,1596,1256,1920,305
1115,914,1763,1816,500,954,19,448,862,2096,1223
1116,406,483,2119,1436,2077,1109,1515,26,1398,1816
1117,225,1527,326,1624,587,1017,165,87,417,214
1118,842,2002,1641,2125,2135,25,1604,620,170,334
1119,78,1076,1728,1522,476,325,286,1025,950,764
1120,1055,2089,1639,17,381,1292,597,1766,922,32
1121,1940,533,673,1762,515,1041,583,307,1212,710
1122,1434,956,1995,763,1641,326,1475,123,1288,2043
1123,236,1221,409,49,914,294,1569,2038,622,578
1124,978,1371,1332,1726,92,508,1887,152,2031,1441
1125,52,1439,209,1049,684,604,2043,1550,1043,366
1126,79,595,1227,780,474,733,575,1185,1972,74
1127,1589,1497,374,1950,1929,583,21,232,874,645
1128,662,784,720,81,492,780,1959,342,2086,1892
1129,797,1924,1594,1627,548,1428,1867,322,410,602
1130,443,1982,1782,1388,314,260,1485,1527,1873,986
1131,1034,1874,692,1665,717,1697,1409,1469,740,1851
1132,3,134,1184,890,250,1287,768,602,323,760
1133,1497,1460,1324,807,1698,1651,1261,143,494,903
1134,2098,1998,78,1069,897,838,1727,1548,58,927
1135,22,534,1046,2072,2120,1494,2072,358,1478,1256
1136,1986,2057,455,1912,190,1513,330,1674,159,1676
1137,1404,2027,1962,240,607,563,689,950,1073,421
1138,1984,1,2038,949,573,723,1359,1940,1035,650
1139,2060,865,669,1798,2040,171,1993,1239,1984,1754
1140,1712,1745,1333,510,773,1493,993,1571,104,254
1141,613,427,708,1906,554,615,1182,1870,296,411
1142,1583,1350,1378,825,407,1893,94,1716,430,1842
1143,802,1318,1203,1306,532,386,790,1392,498,1808
1144,1027,184,2120,1633,1378,869,1633,1643,1266,229
1145,1021,871,2067,77,1511,1679,1697,1503,737,1554
1146,763,384,2032,1722,646,1504,2006,829,2066,1562
1147,224,847,2082,998,1042,1442,1499,779,1731,1217
1148,2078,175,270,1581,2101,792,934,76,840,1200
1149,1918,239,3,608,1542,848,1818,241,84,228
1150,971,817,976,1332,370,1710,596,1433,1959,2074
1151,1249,1120,647,1760,1906,137,1928,1609,2027,1135
1152,522,1817,1878,142,232,1786,308,554,2099,1780
1153,387,1306,446,1210,1996,1320,2061,2130,1257,928
1154,562,670,542,562,1065,742,1101,736,1884,2080
1155,158,1272,759,11,678,1726,87,1879,543,1844
1156,1187,662,1571,862,964,2053,1840,2004,436,1239
1157,1765,989,2115,477,673,87,1941,1047,606,2037
1158,1892,55,984,2130,419,191,1106,136,1334,1081
1159,633,836,563,589,1013,439,886,1692,1090,1821
1160,1614,632,951,1792,1817,1829,482,1080,1781,2135
1161,1116,1282,231,1088,58,782,1552,1056,663,301
1162,1178,2081,2057,1080,1549,1303,278,682,1265,209
1163,1445,44,1811,824,2018,557,1157,116,619,834
1164,532,374,1531,1786,2129,1898,1007,443,865,479
1165,186,1060,1849,1610,1885,580,774,769,1202,266
1166,524,2024,484,1755,33,1359,1212,1573,1224,1589
1167,2020,377,1368,1975,2113,1537,1323,1826,688,341
1168,805,613,1875,1157,1576,288,1850,1107,109,1637
1169,529,1629,871,1202,1933,466,489,191,1356,2124
1170,493,972,180,1033,1839,1087,2017,250,709,480
1171,2041,1161,645,1144,2095,1978,662,2042,1714,1667
1172,1835,1141,1953,1093,559,731,614,1222,897,156
1173,295,886,511,1926,562,1098,625,253,1034,1506
1174,1457,1291,1265,1448,997,1107,1820,1747,820,1177
1175,2105,1950,1861,259,365,2133,1251,1313,1702,3
1176,1518,1676,1343,1037,1268,2012,1458,106,369,1563
1177,2120,167,1223,382,1370,274,1428,1106,344,1017
1178,389,1901,1469,15,1147,2090,446,571,1142,1491
1179,1309,1705,1793,525,378,1035,413,775,1145,1005
1180,288,1227,1019,1523,1305,1552,468,1784,1924,429
1181,1228,303,1122,1966,547,1517,1093,1769,1469,860
1182,234,407,791,1695,871,2085,1150,1199,1599,1798
1183,1876,1616,402,1985,1406,2071,1232,993,1463,1233
1184,591,1032,820,2031,1342,789,1310,372,2119,1398
1185,313,1608,160,420,1622,1712,850,51,1082,851
1186,369,500,488,1310,1657,895,762,1566,940,1841
1187,138,1153,742,1009,1124,1989,124,533,2091,76
1188,624,1484,695,1599,1450,1976,271,1326,1321,791
1189,2046,1489,1749,701,600,1531,2026,1085,192,1883
1190,1237,1103,251,513,621,108,876,360,1826,271
1191,1678,438,1460,160,1728,1699,996,75,505,584
1192,2049,378,1196,1700,494,2122,761,1189,1387,2104
1193,1357,2092,1342,66,1389,124,2035,297,334,895
1194,1851,1783,468,1344,1990,1142,1618,1985,92,894
1195,648,1261,190,1962,987,1781,883,465,484,1627
1196,448,1192,1331,1539,945,1906,132,1305,55,636
1197,75,1780,116,2000,1514,1230,1634,2054,1814,2055
1198,1931,1960,813,1727,1101,842,1060,201,828,2024
1199,1901,1600,1398,1105,31,1561,639,1961,1139,1848
1200,1031,1592,452,880,1572,1425,661,1437,627,131
1201,1727,249,872,1900,1190,750,1774,1932,582,2046
1202,695,1786,381,1777,1914,1050,1641,1164,193,47
1203,2010,191,1853,463,1672,194,1192,1635,2075,570
1204,1657,344,1474,185,1972,1220,1549,55,311,855
1205,556,245,858,1120,136,687,123,459,1779,260
1206,1836,1859,1566,1863,1090,1311,1193,948,892,1001
1207,904,1840,447,1199,1355,1573,1036,767,1253,1249
1208,2059,1421,1871,1794,1273,24,755,1121,1639,2038
1209,1690,298,1272,1814,1619,1886,1593,792,123,1575
1210,4,1084,1309,1064,1092,374,1035,1576,421,1201
1211,2037,538,769,1419,2064,2051,1828,236,308,1281
1212,2029,1778,910,764,1293,2069,325,981,413,589
1213,1122,674,945,1489,1408,1878,2074,305,941,778
1214,1170,125,141,1185,1443,1930,737,2069,1794,106
1215,1358,1066,1699,1622,2013,390,1898,1947,1747,1124
1216,435,2083,1539,1747,1718,1179,663,1975,1223,634
1217,1822,1428,950,1529,655,1932,543,1776,396,1755
1218,833,1420,868,1733,428,1205,979,2119,333,1
1219,1695,2127,412,478,894,497,88,1175,1952,1895
1220,601,1452,1855,1691,991,1718,1403,2068,1156,1218
1221,59,1992,783,1488,316,596,1139,1295,1396,1620
1222,1862,612,1488,1309,302,39,267,1619,1023,723
1223,2130,998,1712,199,450,437,1371,548,605,630
1224,766,959,731,1075,1321,519,1802,1061,414,677
1225,1999,1539,775,1426,1570,935,239,1552,246,581
1226,1815,419,1113,845,601,1123,1680,785,842,1153
1227,1183,661,1139,809,1272,1551,1719,1702,1225,386
1228,1437,766,1729,1901,1143,1305,1656,902,451,144
1229,1600,1055,560,1839,502,1837,973,1774,1451,1062
1230,272,889,1665,334,1097,689,2048,341,276,1672
1231,563,1142,1034,1000,1693,1440,247,1081,139,1176
1232,1697,1409,891,1197,1827,1372,955,522,1518,606
1233,781,1769,901,968,1161,868,1419,316,664,213
1234,955,350,1635,1657,864,110,213,196,819,681
1235,176,253,1359,37,510,577,1276,320,1995,1567
1236,1494,436,147,2096,1333,13,1501,0,1509,599
1237,1752,1560,508,1656,1337,1080,463,234,1851,167
1238,1391,801,28,579,11,1069,1752,387,275,1584
1239,517,985,896,300,1019,1979,309,1920,869,1007
1240,1058,1321,1390,1617,2059,1766,1489,1238,747,787
1241,58,101,667,1307,602,1603,1526,1765,1294,1463
1242,1328,1571,1285,1527,1471,1445,455,2007,893,915
1243,607,1770,979,1801,2030,1848,753,527,1452,707
1244,778,343,1792,620,303,962,1981,370,579,704
1245,100,1991,302,531,1963,569,1179,2023,1633,1533
1246,593,1308,1651,526,593,554,409,170,1858,967
1247,105,40,2044,2034,1624,679,1990,1065,531,1492
1248,847,830,408,1387,2096,1678,1050,65,962,705
1249,989,2121,1406,1546,953,991,916,529,1636,352
1250,1790,387,935,2009,1997,1963,1319,2025,912,706
1251,1786,1907,1066,975,1148,1901,293,606,16,529
1252,967,1310,1898,202,689,430,1544,1055,818,1243
1253,689,286,465,1275,409,2025,1790,472,2065,641
1254,319,960,27,1036,1081,1802,93,480,1400,2028
1255,128,244,1700,1768,1679,843,445,398,2113,2027
1256,114,844,2054,205,1537,793,368,56,431,1172
1257,28,505,313,982,1781,2126,1670,1383,597,670
1258,205,603,1280,106,1861,1053,491,1180,601,1322
1259,1418,973,641,1496,1,888,706,1793,860,1827
1260,98,1167,2080,1482,1653,1172,228,877,386,1369
1261,1455,243,1020,1112,1876,1806,1178,1584,1114,152
1262,356,781,1437,1273,1982,955,1527,1618,128,2067
1263,1167,155,2023,719,1658,443,1174,83,1797,121
1264,677,1089,1364,1961,441,986,1380,474,1149,1130
1265,1233,1147,801,1016,1533,878,1758,1265,1980,1664
1266,1597,1945,2118,766,230,1865,983,1125,2039,183
1267,1487,1138,1163,1823,1240,349,1982,1461,930,1958
1268,795,547,480,851,379,953,1637,1680,1989,763
1269,177,548,396,1343,483,999,1776,1277,319,205
1270,1830,50,1172,873,1735,95,515,1515,1248,1318
1271,1794,1312,1560,291,402,1968,556,604,1087,288
1272,713,7,2073,1241,524,599,954,2066,836,1101
1273,312,2119,1655,2091,1345,1438,803,1613,1780,1039
1274,1067,150,467,1029,1301,1575,1967,727,1738,564
1275,1304,1015,588,1827,1170,1221,529,1775,1489,1267
1276,1702,1952,1533,762,473,12,712,1261,692,600
1277,2071,1341,1678,1206,1155,302,593,1521,1466,11
1278,1755,26,1093,1981,1183,879,1518,1788,22,2017
1279,1704,1711,1415,511,1676,59,1187,1895,47,387
1280,774,1224,1575,1421,939,507,673,1308,1874,1987
1281,1393,927,1442,1040,1529,1058,1473,1962,679,1261
1282,1318,1317,1157,1369,924,104,356,1931,639,1284
1283,1163,1026,537,1230,820,1888,817,354,1389,1784
1284,139,449,1847,891,901,1082,933,277,1147,622
1285,630,1356,1581,2067,2071,2046,1420,1294,1346,1526
1286,109,2011,2031,1909,128,1627,1049,50,907,1465
1287,1327,2035,1896,1471,1137,1022,1014,1434,924,1979
1288,824,1789,307,352,105,1001,158,23,15,1580
1289,634,673,1271,98,121,1891,849,913,975,1654
1290,849,30,113,1980,1351,1381,1006,1140,1158,541
1291,1020,1775,1048,1249,204,764,1750,653,2033,1733
1292,1514,638,2074,1541,966,1113,1614,1252,329,1199
1293,473,1399,879,1430,1508,1779,532,1502,1933,238
1294,1350,1230,1738,1163,1043,1525,344,1651,1352,1899
1295,1232,457,1220,1324,813,2137,1551,2123,864,1404
1296,882,468,1233,1153,296,1404,1436,491,270,1893
1297,180,124,1731,963,778,332,786,448,564,1610
1298,126,2043,1597,875,287,388,1260,141,301,912
1299,1761,1473,120,1142,1069,759,2070,1136,1847,2053
1300,92,768,1173,260,2080,1707,1040,41,400,469
1301,1010,195,1337,1774,2032,1986,1469,1102,2017,1365
1302,290,1016,1766,732,497,1143,844,713,420,1728
1303,537,1485,1222,560,213,647,499,502,235,1095
1304,998,2000,1477,628,1674,251,1592,646,488,1349
1305,2070,1274,876,1082,2138,134,219,1514,2046,1805
1306,1186,795,1573,469,2033,933,1003,1884,1290,36
1307,298,74,1288,381,1701,128,1942,1897,854,2021
1308,938,729,345,12,416,1823,1204,383,482,1649
1309,1881,1000,1259,181,949,1206,1188,150,546,2007
1310,1060,1247,1175,1320,1176,1395,1938,1089,281,866
1311,1143,1426,805,1449,1334,38,1075,980,1063,2130
1312,900,2030,124,1856,139,648,470,43,586,1751
1313,1564,982,79,609,1560,791,718,721,1614,196
1314,1947,180,1762,930,1150,1892,1071,905,991,199
1315,1872,257,1952,235,74,2047,1870,273,1894,1309
1316,287,1977,175,1048,1441,355,1073,302,984,130
1317,724,461,1917,1537,1865,798,352,2134,1947,302
1318,741,51,745,442,1372,297,477,1658,1104,287
1319,1522,1488,1274,302,517,612,1822,1213,1782,1517
1320,808,1411,1453,109,363,1698,1267,2043,177,2115
1321,993,616,1455,57,289,1403,287,2128,492,1216
1322,701,877,386,315,374,1514,1498,869,1014,1433
1323,199,1079,1859,468,662,88,399,557,21,2039
1324,1906,1216,636,730,633,1400,2136,1972,205,70
1325,1687,1593,1937,1217,1704,1850,1435,335,214,294
1326,1152,826,1023,1724,142,192,1331,109,741,118
1327,1054,345,1518,994,20,1135,1375,567,1668,1060
1328,62,1168,1208,841,1382,236,1534,288,1342,1583
1329,418,1343,2041,1252,2088,1946,1556,122,1091,943
1330,1207,5,30,196,1880,975,1492,858,179,1159
1331,1402,194,106,621,1474,450,1449,1458,544,659
1332,572,646,1770,1398,1369,287,84,1919,121,138
1333,1848,741,1055,1277,519,70,251,5,1062,653
1334,551,324,1514,183,1475,1374,976,1413,1532,459
1335,1554,408,1526,1993,1724,389,508,1528,1122,423
1336,208,193,655,2061,999,193,1394,1153,1630,1970
1337,702,1714,589,1248,1160,1753,765,2026,829,1073
1338,1682,1550,1335,1918,1757,1390,288,88,1829,644
1339,811,676,1888,858,848,1505,555,1852,1244,2013
1340,582,270,2005,1626,754,948,277,1898,219,1142
1341,1620,939,2037,293,1189,1496,810,1082,1049,664
1342,1077,1263,829,2032,742,1844,163,1563,52,502
1343,1506,1540,1685,863,315,163,1780,285,1727,1634
1344,743,1379,690,1326,282,1589,962,1815,581,1956
1345,584,117,1262,232,2009,74,1908,1467,2003,1490
1346,1415,1909,812,100,2066,41,2084,2044,362,1777
1347,1057,1536,1814,2057,1344,207,539,1377,1603,1368
1348,1738,881,1165,94,1245,1393,1415,211,767,1638
1349,156,1659,1187,1877,307,1775,829,54,1039,1806
1350,1828,1226,865,1224,581,725,140,1226,982,1428
1351,686,1682,567,1515,2072,1164,720,1582,890,1311
1352,1540,2001,1985,1328,271,372,1301,942,191,693
1353,1285,720,571,1580,1339,1202,208,278,668,510
1354,954,695,2056,1671,1884,2120,1639,2015,1581,255
1355,717,106,348,1148,824,513,461,1351,1424,1736
1356,94,1443,693,1645,1763,1367,848,520,875,1224
1357,1621,591,610,1973,2106,2074,256,394,889,1601
1358,461,130,686,200,645,511,357,914,480,840
1359,850,837,1884,211,168,1556,328,423,2127,1670
1360,2,1886,2113,2086,2074,1323,1746,409,1383,1714
1361,207,986,1289,1986,1311,1798,51,66,450,48
1362,605,1756,1938,1653,4,101,13,919,227,1797
1363,1730,1662,1616,1465,814,1838,381,2087,266,536
1364,1248,1292,2000,78,557,1970,1130,710,1634,1323
1365,912,27,59,1639,2044,1928,888,1786,2090,1549
1366,1253,1623,898,938,1816,2011,1416,1241,665,1644
1367,748,1911,145,476,1422,308,467,2125,1573,2036
1368,1168,360,674,532,1358,502,1274,1482,408,508
1369,1481,558,1631,216,1517,264,1533,967,778,1555
1370,1314,2045,54,68,680,1345,434,1320,1859,1515
1371,868,1672,1394,136,1618,1545,1842,1343,1576,107
1372,210,996,359,2030,799,564,507,1072,1866,774
1373,2135,477,1889,934,579,1847,1017,1070,1007,929
1374,1111,328,983,1751,327,1774,1880,1768,1409,2105
1375,1264,1236,1149,1873,1893,1182,1134,1954,560,1378
1376,49,1036,1778,727,735,1184,57,1381,1950,324
1377,1551,1873,1534,2023,1264,363,169,1010,1991,202
1378,2118,1579,154,1276,98,1682,910,2075,784,1418
1379,540,2039,2127,1187,877,1094,775,1346,988,829
1380,1080,2026,1797,918,857,1674,443,1600,634,110
1381,1943,1752,1524,2108,425,1261,576,1457,1540,528
1382,1425,361,489,874,1900,1010,1010,999,2105,1931
1383,636,509,1336,897,203,1917,791,1471,2002,1013
1384,793,263,928,1405,1017,850,945,2070,283,460
1385,1972,1607,250,1810,480,2121,896,1447,35,1376
1386,456,349,1376,1495,625,414,1585,1412,496,1222
1387,1062,2009,1764,1128,2034,1836,871,565,773,2112
1388,362,466,931,270,1088,1301,353,617,1314,19
1389,1383,2076,68,896,228,1389,1406,660,1207,34
1390,80,93,1893,1913,1575,923,1667,592,497,2029
1391,454,969,329,1229,1098,548,1148,2002,1060,875
1392,1488,1570,1120,1936,1702,222,978,30,676,1729
1393,1417,767,204,229,669,963,558,1533,797,435
1394,476,698,2101,40,1596,682,1507,1007,97,1434
1395,95,290,638,1623,1376,1518,359,135,884,699
1396,658,849,1727,338,1288,402,1957,440,33,1782
1397,644,980,1568,639,1722,100,959,701,133,355
1398,1810,514,696,664,1743,493,2086,386,1392,1494
1399,1579,1256,1683,867,15,828,1369,461,602,2091
1400,1549,114,1162,152,1030,976,1078,63,587,1364
1401,558,139,25,1677,783,331,907,317,996,481
1402,51,2037,401,2098,1531,1348,210,1278,206,1903
1403,1886,1957,372,458,741,1078,831,7,1969,571
1404,97,1885,361,515,1320,1623,1963,1570,615,310
1405,74,1971,1550,884,681,2117,941,1282,1616,1263
1406,1172,815,5,1934,320,2063,315,128,2117,884
1407,265,1591,1213,948,1965,305,520,1284,906,397
1408,696,1576,599,1070,614,164,221,821,510,1518
1409,108,1731,1080,1605,592,1418,1008,1657,2055,1629
1410,1694,1280,1647,134,336,1380,1166,834,383,1840
1411,1843,894,1038,1083,872,1507,1725,1212,2103,832
1412,1544,1002,427,1166,922,1993,812,1567,722,1125
1413,1331,2090,1562,1311,39,1921,1011,296,326,1564
1414,1728,2073,642,1647,1290,1248,83,432,154,1614
1415,129,1588,2048,479,670,1441,1099,1384,812,318
1416,1413,539,310,734,1076,1652,1207,261,910,579
1417,1711,98,67,769,144,1636,403,1009,1021,1192
1418,102,810,804,927,2031,656,1471,560,298,917
1419,2077,395,2077,1073,659,847,895,1628,901,1882
1420,54,546,248,1235,394,187,227,1162,1323,262
1421,1707,226,432,454,544,1719,2056,816,1487,188
1422,1958,531,2014,741,1256,189,263,956,460,150
1423,1042,25,1286,305,1314,617,622,1903,453,1918
1424,1390,1009,770,1099,803,1304,337,1781,1106,372
1425,1312,589,2095,1192,1975,2086,1504,1015,1011,215
1426,1236,1047,2011,1864,700,1839,2122,1038,1435,1316
1427,1273,1203,217,957,1255,603,391,575,215,97
1428,1882,1493,391,1389,838,983,825,703,1249,1568
1429,1298,1373,1586,1061,1564,1764,1644,427,750,1531
1430,2111,492,1069,1013,236,1021,740,677,210,464
1431,1923,805,1633,1816,1628,729,1627,850,442,1372
1432,621,540,997,1209,1113,1450,620,1301,1560,281
1433,185,857,22,767,511,387,756,1054,691,1417
1434,958,386,2096,810,80,411,383,1650,1231,2123
1435,1508,1253,243,544,960,1515,1785,407,1044,2032
1436,694,1295,1006,345,1484,619,1164,1117,1750,396
1437,1472,1720,1304,1304,644,1254,2134,1952,703,828
1438,325,541,173,542,667,2131,1607,8,107,1109
1439,2124,1435,1775,563,1664,1196,1923,952,974,223
1440,1147,671,473,333,68,1964,1384,936,566,1716
1441,512,680,1934,1382,1737,1916,1065,1402,1928,1544
1442,1555,1173,1528,459,1270,2082,1783,1713,2042,1521
1443,61,2137,1753,765,107,368,1781,1323,1769,1455
1444,358,218,1839,1957,904,1273,2115,1875,223,252
1445,1573,182,1129,691,99,2061,605,516,1278,439
1446,1372,459,2112,460,1814,1953,1731,605,1931,427
1447,486,1861,513,1917,815,2013,1257,1348,73,1532
1448,198,1695,538,1359,1551,247,776,85,66,1675
1449,294,1405,1777,1372,748,1714,1573,675,395,1132
1450,1759,651,622,265,2046,992,327,1539,1420,683
1451,548,1531,2132,969,1053,685,626,1452,312,1896
1452,2016,954,169,1847,1100,311,1467,810,1788,224
1453,239,214,263,170,1398,1029,125,674,1783,249
1454,1799,1185,1174,1475,1419,1306,1916,1481,211,197
1455,875,1289,2024,65,620,716,490,390,224,241
1456,1926,137,1930,928,1561,2049,405,1485,1600,17
1457,656,410,1815,146,1506,1274,948,1495,1740,153
1458,1639,872,411,1318,536,399,2099,532,428,182
1459,1601,1181,2006,1683,90,1262,940,1668,814,772
1460,131,73,1617,1593,643,1308,1506,1806,352,1647
1461,1985,948,666,1941,582,1962,1074,1190,2008,1331
1462,12,607,1391,1193,2052,844,1132,1040,1888,1167
1463,2003,1878,918,521,1278,451,98,197,31,1362
1464,494,730,1374,1218,1500,1937,142,629,1582,1203
1465,1987,842,850,1393,23,282,1775,80,572,322
1466,1268,248,493,1050,516,1959,1889,2077,1075,1795
1467,337,1785,1951,122,52,273,1983,878,1461,533
1468,1063,1639,73,301,2121,109,464,1828,508,770
1469,1150,906,911,1,1863,1684,824,176,666,1542
1470,119,568,202,937,1734,1755,635,1408,808,2102
1471,943,793,1835,1763,1574,799,285,1900,792,1242
1472,314,495,1658,1661,2128,1790,1234,2124,736,740
1473,2099,272,800,1386,1490,1845,802,1756,527,1169
1474,1575,1916,2049,1216,1047,132,1318,311,101,1889
1475,1424,820,479,757,306,863,688,449,1019,14
1476,1571,1742,191,1263,847,7,512,163,1871,1656
1477,722,934,1754,1977,1809,75,982,1023,1332,1154
1478,442,689,192,912,1380,2056,1018,1422,980,661
1479,545,636,2116,1838,1276,427,770,2010,307,1006
1480,661,1782,2068,1587,1181,238,2106,1556,1148,472
1481,101,878,1040,703,2118,1066,1815,583,1628,1108
1482,1351,484,410,150,527,909,1201,1391,1657,37
1483,1887,1040,698,1829,1292,1599,1407,1062,1844,2050
1484,266,626,1891,1758,206,768,1757,918,1741,982
1485,1644,118,1250,680,2123,1448,347,2076,954,8
1486,2066,1724,1188,1453,1730,1544,299,2003,989,1415
1487,586,1202,376,1427,82,1433,407,1174,528,1151
1488,571,1961,792,610,542,312,1784,2112,554,518
1489,34,880,1503,1089,967,1944,1650,1405,1301,250
1490,756,995,151,1412,1993,1095,783,661,1681,504
1491,1655,2102,1818,1461,1910,1634,89,1371,1502,974
1492,478,738,926,472,801,127,1245,765,1713,1248
1493,1242,287,1994,1698,936,1065,26,1202,1261,1850
1494,30,1868,831,1243,906,1559,43,1530,1254,686
1495,334,2022,1689,1654,258,638,1876,944,715,1077
1496,1990,1268,1819,494,913,550,29,513,1340,543
1497,1165,991,125,789,1853,447,642,1708,1263,874
1498,684,1389,135,684,546,1827,837,1249,555,1413
1499,1840,1863,557,1849,1750,240,1954,1141,1381,488
1500,267,1307,1547,2131,131,1952,981,971,1234,1756
1501,292,445,482,1123,1890,476,133,609,1768,1028
1502,854,919,1578,1067,2131,1131,1786,1092,105,802
1503,422,1303,1626,561,1848,340,1167,643,1808,689
1504,1083,2040,1100,901,988,582,496,162,653,2085
1505,1773,1058,752,1894,1086,252,1738,837,72,1873
1506,459,1928,1077,1403,744,79,395,833,937,1891
1507,1188,171,1909,892,113,1987,332,1939,1190,176
1508,1586,1331,956,1658,2043,898,789,1170,662,406
